Acres_burned,Fire_cause,FireDiscoveryDateTime,FireOutDateTime,IncidentName,Latitude,Longitude,County,Country,State,Fire_duration,Month,Month_name
229,Lightning,2021/03/31 19:05:00+00,2021/05/10 16:30:00+00,Elk,33.50555,-108.5064,Catron,US,NM,40,3,Mar
1,Lightning,2021/05/11 20:17:48+00,2021/06/03 15:36:59+00,Astor Park,29.13767,-81.55,Lake,US,FL,23,5,May
16,Other Human Cause,2021/04/13 21:42:00+00,2021/05/12 22:20:00+00,Freeman,33.89159,-108.7908,Catron,US,NM,29,4,Apr
18,Other Human Cause,2021/04/13 22:07:00+00,2021/05/13 00:00:00+00,Dry,33.7554,-108.9968,Catron,US,NM,29,4,Apr
0,Lightning,2021/05/17 23:35:57+00,2021/05/18 21:11:00+00,POTTERS,41.64041,-121.188,Modoc,US,CA,1,5,May
0,Undetermined,2021/05/18 21:06:00+00,2021/05/20 17:13:59+00,Townline Fire ,47.55775,-93.98565,Itasca,US,MN,2,5,May
6,Other Human Cause,2021/03/08 20:08:00+00,2021/03/09 13:59:38+00,Polk 14:08,30.5766,-94.6926,Polk,US,TX,1,3,Mar
796,Cause not found,2021/04/13 15:59:59+00,2021/04/22 17:00:00+00,WALKER,34.64523,-95.19138,Osage,US,OK,9,4,Apr
1708,Cause not found,2021/03/04 17:45:00+00,2021/03/15 17:00:00+00,BOAR CREEK ,36.36022,-96.29381,Osage,US,OK,11,3,Mar
1,Debris/Open Burning,2021/05/14 19:08:00+00,2021/05/28 15:30:00+00,10 Mile,44.131617,-85.98392,Lake,US,MI,14,5,May
4,Debris/Open Burning,2021/05/18 23:58:00+00,2021/05/29 16:55:00+00,Outlaw 2,46.08851,-112.9228,Deer Lodge,US,MT,11,5,May
0,Undetermined,2021/05/13 18:06:00+00,2021/06/01 16:25:00+00,Lily,44.2189,-85.8727,Manistee,US,MI,19,5,May
1,Cause not found,2021/05/18 18:12:00+00,2021/05/18 23:00:00+00,PEACHES,35.30733,-112.7022,Coconino,US,AZ,0,5,May
2,Undetermined,2021/05/12 23:05:00+00,2021/06/01 15:59:59+00,Peacock,44.18394,-85.91193,Manistee,US,MI,20,5,May
1,Undetermined,2021/05/18 17:51:59+00,2021/05/21 19:15:00+00,Albany,43.88757,-85.78892,Lake,US,MI,3,5,May
1,Cause not found,2021/05/14 19:27:00+00,2021/05/20 20:40:00+00,PRISON,31.4457,-109.6018,Cochise,US,AZ,6,5,May
0,Undetermined,2021/05/11 21:49:00+00,2021/05/19 20:50:00+00,Pine,47.10192,-93.8919,Cass,US,MN,8,5,May
1,Lightning,2021/05/15 17:50:56+00,2021/05/19 21:01:59+00,Logan,40.82215,-123.2461,Trinity,US,CA,4,5,May
1959,Lightning,2021/05/11 20:22:00+00,2021/07/06 18:59:59+00,DOG,31.95044,-104.7945,Culberson,US,TX,56,5,May
13,Debris/Open Burning,2021/05/09 16:50:59+00,2021/05/18 18:00:00+00,La Boca,37,-107.616,La Plata,US,CO,9,5,May
0,Debris/Open Burning,2021/05/19 22:56:30+00,2021/05/20 22:02:40+00,Bluebill,61.442995,-149.890123,Matanuska-Susitna,US,AK,1,5,May
3,Other Human Cause,2021/05/19 21:20:00+00,2021/06/02 00:59:59+00,Red Rock Wash,36.17999,-115.5395,Clark,US,NV,13,5,May
17,Undetermined,2021/05/19 22:30:55+00,2021/05/22 18:59:59+00,PARKSIDE,33.513048,-115.921329,Riverside,US,CA,3,5,May
9,Other Human Cause,2021/05/19 21:59:59+00,2021/05/30 15:00:00+00,Sapphire,32.72881,-114.6157,Yuma,US,AZ,11,5,May
0,Cause not found,2021/05/19 19:21:00+00,2021/05/19 21:30:00+00,RYAN,32.13363,-111.1654,Pima,US,AZ,0,5,May
22,Other Human Cause,2021/04/06 19:34:00+00,2021/04/11 16:52:00+00,101,38.33949,-80.47215,Webster,US,WV,5,4,Apr
6,Other Human Cause,2021/05/19 21:46:59+00,2021/05/21 18:45:00+00,DODSON,46.93531,-119.5683,Grant,US,WA,2,5,May
26431,Lightning,2021/05/17 23:58:59+00,2021/06/13 00:59:59+00,CHERRYWOOD,37.08569,-116.4519,Nye,US,NV,26,5,May
4580,Incendiary,2021/04/28 22:07:00+00,2021/08/02 16:30:00+00,Roosevelt Creek,47.14331,-103.6163,Billings,US,ND,96,4,Apr
39,Utilities,2021/04/30 17:13:59+00,2021/05/05 12:16:00+00,Mason Cove ,37.3695,-80.15977,Craig,US,VA,5,4,Apr
27,Undetermined,2021/04/14 14:03:59+00,2021/05/06 12:59:59+00,Chestnut Ridge,37.04294,-81.432,Bland,US,VA,22,4,Apr
15,Cause not found,2021/04/16 13:39:00+00,2021/04/18 17:00:00+00,Knowles RX,45.4145,-88.472667,Forest,US,WI,2,4,Apr
34,Cause not found,2021/04/16 17:08:00+00,2021/04/17 17:00:00+00,Buffalo Farm - Unit 8 RX,45.92345,-90.18052,Price,US,WI,1,4,Apr
29,Cause not found,2021/04/16 17:24:00+00,2021/05/20 18:00:00+00,Twin Pine - Unit 1 RX,45.13128,-88.37252,Oconto,US,WI,34,4,Apr
57,Cause not found,2021/04/16 20:38:13+00,2021/04/24 17:00:00+00,RIVERSIDE,45.334167,-88.429933,Oconto,US,WI,8,4,Apr
27,Cause not found,2021/04/16 22:11:33+00,2021/04/17 17:00:00+00,Buffalo Farm - Unit 5 RX,45.939783,-90.166917,Price,US,WI,1,4,Apr
53,Cause not found,2021/04/16 22:15:51+00,2021/05/19 18:00:00+00,Twin Pine - Unit 5 RX,45.1242,-88.371967,Oconto,US,WI,33,4,Apr
1500,Cause not found,2021/04/04 22:30:00+00,2021/04/12 18:00:00+00,Easter,38.21696,-97.97657,Rice,US,KS,8,4,Apr
27,Undetermined,2021/05/18 16:28:59+00,2021/05/20 19:18:59+00,HANDLINE,35.00426,-119.5081,San Luis Obispo,US,CA,2,5,May
1,Debris/Open Burning,2021/05/08 02:23:45+00,2021/05/10 02:14:03+00,Gunnysack,61.5732,-149.0735,Matanuska-Susitna,US,AK,2,5,May
2,Debris/Open Burning,2021/03/13 22:15:59+00,2021/03/25 17:35:00+00, 235 West Mullan Rd,47.17775,-114.8612,Mineral,US,MT,12,3,Mar
0,Other Human Cause,2021/03/26 12:07:00+00,2021/03/26 18:00:00+00,East Mullan MM .5,47.19508,-114.8807,Mineral,US,MT,0,3,Mar
1,Debris/Open Burning,2021/04/16 22:07:00+00,2021/04/19 17:29:00+00,Sundown ,47.06827,-114.802633,Mineral,US,MT,3,4,Apr
309,Cause not found,2021/05/21 00:13:00+00,2021/05/30 21:00:00+00,MACHO,31.57904,-111.5349,Pima,US,AZ,10,5,May
1,Cause not found,2021/05/20 22:15:59+00,2021/05/24 19:05:00+00,Elgin,38.92607,-110.001,Grand,US,UT,4,5,May
0,Debris/Open Burning,2021/05/15 22:20:00+00,2021/05/20 21:14:59+00,Bitterroot Estates,48.10514,-114.6565,Flathead,US,MT,5,5,May
9,Other Human Cause,2021/05/20 22:20:00+00,2021/05/31 19:30:00+00,Resort,33.58819,-110.9832,Gila,US,AZ,11,5,May
6,Undetermined,2021/05/15 04:59:00+00,2021/05/24 18:30:00+00,BODFISH,35.59436,-118.4901,Kern,US,CA,10,5,May
0,Undetermined,2021/04/11 03:56:00+00,2021/04/13 23:51:59+00,SOUTH,35.65369,-118.3426,Kern,US,CA,3,4,Apr
2,Undetermined,2021/01/08 21:14:00+00,2021/01/10 00:00:00+00,NEWTON,34.08118,-118.8019,Los Angeles,US,CA,1,1,Jan
25,Camping,2021/05/21 01:43:00+00,2021/05/26 21:00:00+00,Lone Cedar,39.12299,-111.924,Sanpete,US,UT,6,5,May
1,Equipment,2021/05/21 17:12:00+00,2021/06/04 16:30:00+00,Beaver Pond,30.367,-87.1269,Santa Rosa,US,FL,14,5,May
19,Other Human Cause,2021/05/17 22:04:00+00,2021/06/25 15:24:00+00,Ibis,29.48715,-81.85836,Marion,US,FL,39,5,May
0,Other Human Cause,2021/04/09 22:15:59+00,2021/04/12 19:53:00+00,LS,48.19608,-116.7072,Bonner,US,ID,3,4,Apr
2,Lightning,2021/05/14 00:55:00+00,2021/05/19 14:32:00+00,Highland,43.61338,-103.4022,Custer,US,SD,6,5,May
800,Cause not found,2021/03/10 15:30:00+00,2021/03/12 16:30:00+00,Jamestown Marsh,39.65529,-97.91377,Republic,US,KS,2,3,Mar
13,Other Human Cause,2021/05/21 00:45:00+00,2021/06/01 03:00:00+00,Babylon,37.23854,-113.3582,Washington,US,UT,11,5,May
0,Equipment,2021/05/21 16:02:00+00,2021/05/22 16:31:00+00,Osakis,47.10141,-94.587,Cass,US,MN,1,5,May
2,Other Human Cause,2021/05/14 18:29:00+00,2021/05/19 20:37:00+00,0168 PR,44.42654,-120.6147,Crook,US,OR,5,5,May
0,Other Human Cause,2021/05/21 23:29:00+00,2021/05/26 20:00:00+00,Pilgrim,41.32411,-122.0056,Siskiyou,US,CA,5,5,May
1858,Cause not found,2021/05/23 15:14:59+00,2021/06/23 23:00:00+00,SYCAMORE CANYON,31.8269,-111.6379,Pima,US,AZ,31,5,May
272,Other Human Cause,2021/05/22 01:17:00+00,2021/08/05 18:59:59+00,BUTLER,32.88982,-109.7754,Graham,US,AZ,76,5,May
0,Debris/Open Burning,2021/05/24 00:10:45+00,2021/05/24 00:33:10+00,Mountain Ash,61.644858,-149.439077,Matanuska-Susitna,US,AK,0,5,May
0,Cause not found,2021/05/23 19:38:00+00,2021/05/23 22:25:00+00,TINY,32.71134,-111.1009,Pinal,US,AZ,0,5,May
260,Other Human Cause,2021/05/22 00:10:00+00,2021/06/28 17:00:00+00,ROBINSON,31.46481,-109.0344,Hidalgo,US,NM,38,5,May
1,Other Human Cause,2021/05/15 01:56:00+00,2021/05/19 17:27:00+00,Penner Ponds,29.49044,-81.82413,Putnam,US,FL,5,5,May
1,Equipment,2021/05/23 19:28:59+00,2021/05/31 18:00:00+00,Lakeside Access,40.82257,-112.892,Tooele,US,UT,8,5,May
0,Debris/Open Burning,2021/05/22 18:36:57+00,2021/06/16 22:30:00+00,Rocky Mountain Dr,48.02087,-114.2554,Flathead,US,MT,25,5,May
154,Debris/Open Burning,2021/05/19 18:53:00+00,2021/06/01 21:00:00+00,CN PANTHER,31.06141,-86.65546,Covington,US,AL,13,5,May
3,Camping,2021/05/07 20:53:00+00,2021/05/24 21:29:00+00,EAGLE ROCK 0151  CR,43.59481,-121.6719,Klamath,US,OR,17,5,May
3550,Lightning,2021/05/23 18:49:59+00,2021/07/10 19:05:59+00,McDonald Tank,33.62109,-109.5709,Apache,US,AZ,48,5,May
1614,Lightning,2021/05/20 17:26:00+00,2021/07/22 00:59:59+00,Wilson Creek,38.250128,-114.380638,Lincoln,US,NV,62,5,May
110,Cause not found,2021/03/12 18:59:59+00,2021/04/01 15:59:59+00,Twin Hills,41.19916,-112.8741,Box Elder,US,UT,20,3,Mar
441,Cause not found,2021/04/05 18:30:00+00,2021/04/16 17:00:00+00,BOYS CAMP,35.59245,-96.04838,Okmulgee,US,OK,11,4,Apr
80,Other Human Cause,2021/05/07 23:26:00+00,2021/05/17 17:41:00+00,Southern Crook,36.91444,-91.31144,Shannon,US,MO,10,5,May
25,Undetermined,2021/05/22 00:07:00+00,2021/06/05 00:30:00+00,Gibraltar,34.52203,-119.6881,Santa Barbara,US,CA,14,5,May
914,Other Human Cause,2021/05/18 19:42:00+00,2021/07/20 03:00:00+00,Four Mile ,44.85597,-115.6858,Valley,US,ID,62,5,May
3600,Debris/Open Burning,2021/05/24 20:48:50+00,2021/07/29 20:03:27+00,Pilot Point,57.574,-157.567,Lake and Peninsula,US,AK,66,5,May
1,Incendiary,2021/05/23 14:19:59+00,2021/05/29 17:16:59+00,Site 80,44.47295,-83.56293,Iosco,US,MI,6,5,May
0,Debris/Open Burning,2021/05/24 21:50:50+00,2021/05/24 23:39:12+00,Cabin Spike,62.333593,-150.084282,Matanuska-Susitna,US,AK,0,5,May
1,Other Human Cause,2021/05/20 15:20:00+00,2021/06/03 16:01:00+00,Blue Creek,29.17327,-81.5666,Lake,US,FL,14,5,May
0,Utilities,2021/05/25 19:18:00+00,2021/05/25 20:45:00+00,Highline,47.09167,-93.86414,Cass,US,MN,0,5,May
270,Cause not found,2021/05/23 23:58:59+00,2021/06/09 19:55:00+00,SWAKANE,47.54743,-120.3137,Chelan,US,WA,17,5,May
0,Cause not found,2021/05/25 17:32:00+00,2021/05/26 19:30:00+00,TAILINGS,33.39176,-110.9734,Gila,US,AZ,1,5,May
16,Undetermined,2021/05/24 21:39:00+00,2021/05/31 16:59:00+00,Scenic,47.45877,-94.488,Beltrami,US,MN,7,5,May
700,Cause not found,2021/03/29 19:05:00+00,2021/04/06 18:00:00+00,Beer,38.05743,-97.79393,Reno,US,KS,8,3,Mar
383,Equipment,2021/04/08 22:30:00+00,2021/04/09 03:59:59+00,Sand Creek - McCone,47.95374,-105.6651,McCone,US,MT,0,4,Apr
0,Undetermined,2021/05/25 22:56:00+00,2021/05/27 20:32:59+00,Somero Rd,46.88627,-91.91696,St. Louis,US,MN,2,5,May
4,Other Human Cause,2021/05/06 03:14:59+00,2021/05/26 14:00:00+00,St. Clair Creek,46.22707,-113.974,Ravalli,US,MT,20,5,May
0,Other Human Cause,2021/05/26 05:36:35+00,2021/05/27 23:03:59+00,Mile 92,62.044488,-150.059962,Matanuska-Susitna,US,AK,2,5,May
0,Camping,2021/05/26 05:42:00+00,2021/05/27 00:27:59+00,Coffee Assist,34.15575,-114.2935,La Paz,US,AZ,1,5,May
0,Cause not found,2021/05/25 20:40:00+00,2021/05/25 23:00:00+00,RABBLE,33.15183,-111.3557,Pinal,US,AZ,0,5,May
2,Debris/Open Burning,2021/05/25 23:17:37+00,2021/05/28 23:53:44+00,Ruth,61.580448,-149.355982,Matanuska-Susitna,US,AK,3,5,May
23,Other Human Cause,2021/05/25 23:42:59+00,2021/05/30 00:00:00+00,GOODSPRINGS 2,35.83244,-115.4332,Clark,US,NV,4,5,May
136,Cause not found,2021/02/01 18:06:00+00,2021/03/08 18:00:00+00,ALL DAY,35.49272,-96.40659,Okfuskee,US,OK,35,2,Feb
2318,Cause not found,2021/03/07 21:59:59+00,2021/03/19 23:00:00+00,INTERCEPT,35.50161,-96.39993,Okfuskee,US,OK,12,3,Mar
3033,Other Human Cause,2021/05/24 18:54:25+00,2021/07/02 20:06:29+00,Kongishluk Bay,61.808167,-165.763167,Kusilvak,US,AK,39,5,May
254,Other Human Cause,2021/05/25 18:41:54+00,2021/07/02 20:07:18+00,Kiktak Island,60.888596,-161.425242,Bethel,US,AK,38,5,May
16,Cause not found,2021/05/26 19:47:00+00,2021/06/01 18:59:59+00,SIMMONS,33.11234,-110.9569,Pinal,US,AZ,6,5,May
4,Other Human Cause,2021/05/26 16:49:00+00,2021/05/27 18:30:00+00,Charbonneau,47.82652,-103.894,McKenzie,US,ND,1,5,May
0,Lightning,2021/05/26 00:59:59+00,2021/05/26 15:30:00+00,1-SOTOL,29.32819,-103.2328,Brewster,US,TX,1,5,May
10,Cause not found,2021/05/25 21:06:00+00,2021/06/01 23:00:00+00,Larson,32.22202,-107.0331,Doña Ana,US,NM,7,5,May
0,Undetermined,2021/05/27 12:29:00+00,2021/05/30 21:48:00+00,Budzynski,44.113833,-86.148133,Mason,US,MI,3,5,May
0,Other Human Cause,2021/05/27 02:21:05+00,2021/05/31 01:05:32+00,Jay Sedor,61.515203,-149.964415,Matanuska-Susitna,US,AK,4,5,May
935,Cause not found,2021/03/10 05:53:00+00,2021/03/19 23:00:00+00,LEWIS,35.22161,-95.90688,McIntosh,US,OK,10,3,Mar
770,Cause not found,2021/03/19 17:00:00+00,2021/04/16 17:00:00+00,BIG POND,35.22078,-95.89798,McIntosh,US,OK,28,3,Mar
440,Cause not found,2021/03/16 18:59:59+00,2021/03/19 23:00:00+00,NORTH CAPBELL,35.26966,-95.92445,McIntosh,US,OK,3,3,Mar
220,Incendiary,2021/03/19 23:00:00+00,2021/03/29 17:00:00+00,BIG BUCK HOLLOW,36.30078,-94.94382,Delaware,US,OK,10,3,Mar
3,Cause not found,2021/05/27 23:08:00+00,2021/06/01 14:29:59+00,MCGARRYS ,35.16774,-113.765,Mohave,US,AZ,5,5,May
0,Equipment,2021/05/27 23:02:00+00,2021/05/27 23:29:59+00,HWY 28 MM 9,39.26314,-111.867,Sanpete,US,UT,0,5,May
2,Cause not found,2021/05/27 21:32:00+00,2021/05/28 23:00:00+00,REST AREA,32.05709,-110.0768,Cochise,US,AZ,1,5,May
0,Cause not found,2021/05/27 21:12:00+00,2021/05/29 22:30:00+00,RED LAKE,32.79708,-104.176,Eddy,US,NM,2,5,May
153,Cause not found,2021/05/27 21:11:00+00,2021/06/02 14:29:59+00,SPUR,34.57689,-113.176,Yavapai,US,AZ,6,5,May
0,Camping,2021/05/23 15:59:59+00,2021/05/23 16:54:00+00,Paper,41.7939,-78.9664,Warren,US,PA,0,5,May
601,Cause not found,2021/04/02 17:29:59+00,2021/04/16 17:00:00+00,HIGH CENTERED,35.36272,-96.20965,Okfuskee,US,OK,14,4,Apr
7,Other Human Cause,2021/05/16 23:03:59+00,2021/05/31 19:25:00+00,Mesquite,33.63404,-111.5459,Maricopa,US,AZ,15,5,May
1400,Other Human Cause,2021/05/25 10:39:00+00,2021/07/14 15:59:59+00,WARREN,31.769,-109.192,Cochise,US,AZ,50,5,May
43,Other Human Cause,2021/05/27 17:16:59+00,2021/05/31 00:00:00+00,Brush Canyon,42.016667,-113.4126,Oneida,US,ID,3,5,May
15,Other Human Cause,2021/05/19 20:58:59+00,2021/06/01 16:22:17+00,0188 RN,45.175,-121.0811,Wasco,US,OR,13,5,May
1,Firearms/Weapons,2021/05/09 03:09:11+00,2021/05/29 00:52:27+00,Maud Road,61.5635,-148.9304,Matanuska-Susitna,US,AK,20,5,May
18,Other Human Cause,2021/05/28 19:20:41+00,2021/05/31 00:59:59+00,BORDER 9,32.562309,-116.82559,San Diego,US,CA,2,5,May
444,Debris/Open Burning,2021/05/28 17:23:00+00,2021/06/20 18:00:00+00,Goat Springs,39.7483,-112.74,Juab,US,UT,23,5,May
0,Lightning,2021/05/29 22:28:14+00,2021/06/05 18:30:00+00,Lovell,39.02934,-105.0012,El Paso,US,CO,7,5,May
33,Debris/Open Burning,2021/03/10 21:33:00+00,2021/03/24 14:53:00+00,HARMS,33.16628,-105.7391,Otero,US,NM,14,3,Mar
0,Lightning,2021/05/30 22:43:00+00,2021/06/10 17:21:00+00,Leininger,47.94247,-91.953648,St. Louis,US,MN,11,5,May
30,Debris/Open Burning,2021/05/30 22:07:00+00,2021/06/01 00:41:00+00,ROAD 20,47.89489,-119.8672,Douglas,US,WA,1,5,May
846,Cause not found,2021/03/29 15:19:19+00,2021/04/01 17:00:00+00,2021 DOD Hardwood Range Rx,44.234444,-90.216667,Juneau,US,WI,3,3,Mar
3,Cause not found,2021/04/17 16:57:00+00,2021/04/18 17:00:00+00,204 - Unit 4 RX,46.12022,-91.03881,Sawyer,US,WI,1,4,Apr
5,Cause not found,2021/04/17 17:00:59+00,2021/04/18 17:29:59+00,204 - Unit 5 RX,46.10469,-91.05441,Sawyer,US,WI,1,4,Apr
1,Cause not found,2021/04/17 20:45:38+00,2021/04/18 18:00:00+00,Hope Opening - Unit 2 RX,46.140134,-91.052319,Sawyer,US,WI,1,4,Apr
28,Cause not found,2021/04/17 21:11:47+00,2021/04/25 17:00:00+00,Thunder Barrens - Unit 3 RX,45.32215,-88.3301,Oconto,US,WI,8,4,Apr
4,Cause not found,2021/05/28 20:24:00+00,2021/05/30 21:04:00+00,DARBEY,40.5923,-106.472,Jackson,US,CO,2,5,May
23,Cause not found,2021/04/20 17:16:59+00,2021/04/25 18:00:00+00,Thunder Barrens - Unit 5 RX,45.32994,-88.32362,Oconto,US,WI,5,4,Apr
28,Cause not found,2021/04/20 17:19:59+00,2021/04/25 18:00:00+00,Thunder Barrens - Unit 6 RX,45.32577,-88.32252,Oconto,US,WI,5,4,Apr
17,Cause not found,2021/04/20 17:22:00+00,2021/05/20 18:00:00+00,Thunder Barrens - Unit 4 RX,45.31948,-88.33022,Oconto,US,WI,30,4,Apr
10,Cause not found,2021/04/22 18:08:02+00,2021/04/24 18:00:00+00,Vista Lake RX,46.00795,-89.088883,Vilas,US,WI,2,4,Apr
3,Cause not found,2021/04/23 13:24:46+00,2021/04/27 18:25:00+00,ORSO WP-950,45.210336,-88.66995,Oconto,US,WI,4,4,Apr
7,Cause not found,2021/04/30 13:19:33+00,2021/05/03 18:59:00+00,Mackinney Slough - North Unit RX,45.94274,-90.07341,Price,US,WI,3,4,Apr
8,Cause not found,2021/04/30 13:36:46+00,2021/05/03 18:59:00+00,Mackinney Slough - South Unit RX,45.94274,-90.07341,Price,US,WI,3,4,Apr
23,Cause not found,2021/04/30 19:09:12+00,2021/05/09 13:12:59+00,Lake Louise RX,46.58265,-91.11191,Bayfield,US,WI,9,4,Apr
147,Cause not found,2021/05/01 13:02:18+00,2021/05/09 13:12:59+00,Lenewax RX,46.66878,-91.23941,Bayfield,US,WI,8,5,May
2,Firearms/Weapons,2021/05/31 00:30:59+00,2021/06/07 18:59:59+00,SLOAN 5,35.87949,-115.2127,Clark,US,NV,8,5,May
1,Debris/Open Burning,2021/05/29 16:39:00+00,2021/06/06 00:36:00+00,Wadsworth,39.64536,-119.2933,Washoe,US,NV,7,5,May
1,Other Human Cause,2021/05/30 04:50:00+00,2021/06/06 15:30:00+00,Tamarack Beach,39.91034,-119.5385,Washoe,US,NV,7,5,May
28,Cause not found,2021/05/04 14:15:25+00,2021/05/09 13:12:59+00,Little Cranberry,45.94613,-91.0947,Sawyer,US,WI,5,5,May
1,Undetermined,2021/05/28 21:26:00+00,2021/06/03 18:42:00+00,Greeley,47.55969,-94.11411,Itasca,US,MN,6,5,May
10,Cause not found,2021/05/04 14:18:14+00,2021/05/09 13:12:59+00,Day Lake,46.18061,-90.904744,Ashland,US,WI,5,5,May
9,Cause not found,2021/05/05 14:22:03+00,2021/05/09 13:12:59+00,Black Lake,45.984499,-90.93308,Sawyer,US,WI,4,5,May
10,Firearms/Weapons,2021/05/30 23:28:00+00,2021/06/02 18:00:00+00,GOLDIE,42.96519,-115.7553,Elmore,US,ID,3,5,May
21,Other Human Cause,2021/05/20 00:14:59+00,2021/05/23 18:00:00+00,TOWER,43.56177,-116.6607,Canyon,US,ID,4,5,May
13,Other Human Cause,2021/04/02 19:27:00+00,2021/04/04 00:00:00+00,Bannock County Assist 2,42.7272,-112.2763,Bannock,US,ID,1,4,Apr
2,Cause not found,2021/05/31 21:30:59+00,2021/05/31 23:29:59+00,Fort Hall Assist 3,42.86238,-112.667,Power,US,ID,0,5,May
21,Cause not found,2021/05/31 21:11:00+00,2021/06/07 21:30:00+00,Little Pole,40.4986,-111.3306,Wasatch,US,UT,7,5,May
1072,Cause not found,2021/05/29 21:23:00+00,2021/06/10 00:59:59+00,COURTHOUSE,33.46453,-113.1092,Maricopa,US,AZ,11,5,May
2,Equipment,2021/05/28 21:57:00+00,2021/05/30 21:53:00+00,White Mountain,38.97166,-111.957,Sevier,US,UT,2,5,May
679,Cause not found,2021/05/30 21:25:00+00,2021/07/27 17:35:00+00,Sycan River,42.68135,-121.1238,Klamath,US,OR,58,5,May
415,Camping,2021/05/31 22:01:00+00,2021/06/06 00:00:00+00,Taber,43.24387,-112.6496,Bingham,US,ID,5,5,May
2,Camping,2021/05/24 12:17:00+00,2021/05/31 20:39:00+00,Buck Pond,44.69845,-83.70002,Iosco,US,MI,7,5,May
4,Other Human Cause,2021/05/29 00:20:00+00,2021/05/30 22:49:00+00,SUGAR,41.61296,-120.4136,Modoc,US,CA,2,5,May
725,Lightning,2021/05/18 21:33:59+00,2021/05/27 21:00:00+00,Bunker Peak,37.259,-114.127,Lincoln,US,NV,9,5,May
1,Debris/Open Burning,2021/04/18 20:48:00+00,2021/04/22 16:53:00+00,MOON,44.04602,-116.173,Boise,US,ID,4,4,Apr
40,Other Human Cause,2021/05/30 21:35:00+00,2021/06/26 18:07:00+00,Deer,34.0135,-111.3578,Gila,US,AZ,27,5,May
5,Undetermined,2021/04/29 20:47:38+00,2021/04/29 21:52:00+00,VIRGENES,34.1473,-118.69909,Los Angeles,US,CA,0,4,Apr
55,Undetermined,2021/06/01 22:10:41+00,2021/06/09 12:59:59+00,TL Union-T,33.36827,-85.97076,Talladega,US,AL,8,6,Jun
155,Other Human Cause,2021/05/31 15:25:00+00,2021/06/25 15:45:00+00,Lost Creek,30.19948,-84.41491,Wakulla,US,FL,25,5,May
45,Other Human Cause,2021/05/31 17:28:00+00,2021/06/08 20:00:00+00,CN Circle,31.018717,-86.79985,Escambia,US,AL,8,5,May
47,Other Human Cause,2021/04/06 21:04:59+00,2021/04/16 17:00:00+00,Dillard,37.70622,-91.21984,Crawford,US,MO,10,4,Apr
72250,Cause not found,2021/06/01 18:03:00+00,2021/07/19 18:59:59+00,MESCAL,33.10683,-110.7596,Gila,US,AZ,48,6,Jun
1,Debris/Open Burning,2021/04/18 14:22:54+00,2021/04/22 21:33:59+00,Indian Shore,46.92908,-111.9785,Lewis and Clark,US,MT,4,4,Apr
0,Utilities,2021/06/02 20:03:59+00,2021/06/06 18:33:59+00,Cougar,43.36751,-120.9014,Lake,US,OR,4,6,Jun
1,Debris/Open Burning,2021/06/02 19:02:59+00,2021/06/06 17:42:00+00,Dent,46.5434,-116.2028,Clearwater,US,ID,4,6,Jun
950,Other Human Cause,2021/05/16 23:23:00+00,2021/05/31 22:24:00+00,WARSAW ,31.41955,-111.2744,Santa Cruz,US,AZ,15,5,May
149,Other Human Cause,2021/05/31 23:45:59+00,2021/06/30 18:00:00+00,HARSHAW,31.46866,-110.707,Santa Cruz,US,AZ,30,5,May
4,Debris/Open Burning,2021/06/02 21:17:00+00,2021/06/04 18:00:00+00,COYOTE,43.53996,-116.6168,Canyon,US,ID,2,6,Jun
0,Lightning,2021/06/03 02:29:00+00,2021/06/10 20:12:00+00,Johnson,43.14242,-121.1227,Lake,US,OR,8,6,Jun
0,Lightning,2021/06/03 02:13:00+00,2021/06/10 23:44:00+00,Ward,43.13595,-121.1242,Lake,US,OR,8,6,Jun
57,Cause not found,2021/05/05 19:33:46+00,2021/05/18 17:00:00+00,Camp 9 Pines - Unit A RX,46.416083,-91.377483,Bayfield,US,WI,13,5,May
198,Cause not found,2021/05/07 13:17:15+00,2021/05/18 17:00:00+00,Camp 9 Pines - Unit B RX,46.41602,-91.3774,Bayfield,US,WI,11,5,May
103,Cause not found,2021/05/05 22:33:47+00,2021/05/18 17:00:00+00,Camp 9 Pines - Unit C RX,46.416083,-91.377483,Bayfield,US,WI,13,5,May
9,Firearms/Weapons,2021/06/01 18:36:00+00,2021/06/14 01:15:00+00,WEBBER,46.19688,-119.4249,Benton,US,WA,12,6,Jun
27,Cause not found,2021/05/06 12:21:28+00,2021/05/13 20:00:00+00,Riley Lake - Unit 3 RX,45.86303,-90.18345,Price,US,WI,7,5,May
279,Cause not found,2021/05/06 12:15:53+00,2021/05/14 21:33:00+00,Brinks Red Pine RX,46.70498,-91.19453,Bayfield,US,WI,8,5,May
50,Cause not found,2021/05/06 12:27:47+00,2021/05/13 20:00:00+00,Riley Lake - Unit 5 RX,45.84208,-90.18057,Price,US,WI,7,5,May
22,Cause not found,2021/05/06 12:26:21+00,2021/05/13 20:00:00+00,Riley Lake - Unit 4 RX,45.85227,-90.18726,Price,US,WI,7,5,May
65,Cause not found,2021/05/06 12:29:14+00,2021/05/13 20:00:00+00,Riley Lake - Unit 9 RX,45.83247,-90.14887,Price,US,WI,7,5,May
95,Incendiary,2021/05/05 20:50:00+00,2021/05/07 23:45:59+00,RL 219,47.97521,-95.4622,Clearwater,US,MN,2,5,May
